CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyalty_Level
13476.0,178,58,1238.47,4,2,2,422,8,Gold
13477.0,37,79,1454.5800000000002,2,2,2,222,6,Gold
13479.0,200,15,300.95,4,4,3,443,11,Bronze
13481.0,45,109,1804.5600000000002,2,1,1,211,4,Platinum
13482.0,232,11,184.64,4,4,4,444,12,Bronze
13483.0,65,10,140.34,3,4,4,344,11,Bronze
13484.0,241,8,313.8,4,4,3,443,11,Bronze
13485.0,233,23,454.24,4,3,3,433,10,Silver
13486.0,78,69,1122.4099999999999,3,2,2,322,7,Gold
13487.0,57,34,575.4000000000001,3,3,3,333,9,Silver
13488.0,17,422,8968.31,1,1,1,111,3,Platinum
13489.0,105,14,449.52,3,4,3,343,10,Silver
13491.0,51,86,1215.8199999999997,3,2,2,322,7,Gold
13494.0,311,18,316.26000000000005,4,3,3,433,10,Silver
13495.0,7,48,2044.87,1,2,1,121,4,Platinum
13496.0,10,35,653.3299999999999,1,3,2,132,6,Gold
13497.0,282,19,348.04999999999995,4,3,3,433,10,Silver
13499.0,17,42,1159.11,1,2,2,122,5,Platinum
13500.0,23,65,1166.77,2,2,2,222,6,Gold
13502.0,16,18,291.99999999999994,1,3,4,134,8,Gold
13503.0,71,17,216.85000000000002,3,4,4,344,11,Bronze
13504.0,64,22,295.93000000000006,3,3,4,334,10,Silver
13506.0,316,26,458.52,4,3,3,433,10,Silver
13507.0,3,162,2479.16,1,1,1,111,3,Platinum
13508.0,243,12,110.97000000000003,4,4,4,444,12,Bronze
13509.0,8,44,979.72,1,2,2,122,5,Platinum
13510.0,1,115,1791.56,1,1,1,111,3,Platinum
13512.0,260,15,251.20999999999998,4,4,4,444,12,Bronze
13513.0,126,10,205.09999999999997,3,4,4,344,11,Bronze
13514.0,73,4,152.20000000000002,3,4,4,344,11,Bronze
13515.0,72,59,891.12,3,2,2,322,7,Gold
13516.0,21,44,1389.4100000000003,2,2,2,222,6,Gold
13517.0,59,141,2128.42,3,1,1,311,5,Platinum
13518.0,85,38,659.4399999999998,3,3,2,332,8,Gold
13519.0,78,8,122.75,3,4,4,344,11,Bronze
13521.0,1,436,1093.65,1,1,2,112,4,Platinum
13522.0,30,5,125.80000000000001,2,4,4,244,10,Silver
13523.0,33,172,3964.88,2,1,1,211,4,Platinum
13524.0,40,27,680.1800000000001,2,3,2,232,7,Gold
13525.0,14,6,628.78,1,4,3,143,8,Gold
13527.0,33,223,2287.51,2,1,1,211,4,Platinum
13529.0,78,15,307.76,3,4,3,343,10,Silver
13531.0,205,22,483.80000000000007,4,3,3,433,10,Silver
13532.0,33,66,210.30999999999995,2,2,4,224,8,Gold
13533.0,182,76,270.79,4,2,4,424,10,Silver
13534.0,2,296,5870.08,1,1,1,111,3,Platinum
13536.0,1,179,3448.29,1,1,1,111,3,Platinum
13538.0,43,25,1280.8500000000001,2,3,2,232,7,Gold
13539.0,85,37,631.34,3,3,3,333,9,Silver
13544.0,39,87,291.40999999999997,2,2,4,224,8,Gold
13546.0,12,98,626.99,1,2,3,123,6,Gold
13548.0,96,124,682.4100000000001,3,1,2,312,6,Gold
13549.0,25,51,918.1999999999999,2,2,2,222,6,Gold
13551.0,319,4,91.80000000000001,4,4,4,444,12,Bronze
13552.0,66,109,3740.0699999999997,3,1,1,311,5,Platinum
13555.0,73,136,4149.280000000001,3,1,1,311,5,Platinum
13557.0,28,34,584.06,2,3,3,233,8,Gold
13558.0,5,175,605.06,1,1,3,113,5,Platinum
13560.0,7,33,174.36999999999998,1,3,4,134,8,Gold
13561.0,215,14,141.86,4,4,4,444,12,Bronze
13562.0,81,82,1799.33,3,2,1,321,6,Gold
13563.0,84,49,777.53,3,2,2,322,7,Gold
13564.0,144,83,1749.0200000000004,4,2,1,421,7,Gold
13565.0,19,38,240.22,2,3,4,234,9,Silver
13566.0,40,176,874.71,2,1,2,212,5,Platinum
13568.0,173,44,192.85,4,2,4,424,10,Silver
13569.0,17,85,373.74999999999994,1,2,3,123,6,Gold
13570.0,243,27,239.49000000000004,4,3,4,434,11,Bronze
13571.0,12,341,2092.3199999999997,1,1,1,111,3,Platinum
13572.0,205,33,1384.2499999999998,4,3,2,432,9,Silver
13573.0,50,26,294.4,2,3,4,234,9,Silver
13575.0,23,46,732.07,2,2,2,222,6,Gold
13576.0,10,126,6717.34,1,1,1,111,3,Platinum
13577.0,25,83,1687.6000000000001,2,2,1,221,5,Platinum
13579.0,14,23,467.0400000000001,1,3,3,133,7,Gold
13581.0,309,10,118.0,4,4,4,444,12,Bronze
13583.0,155,53,781.03,4,2,2,422,8,Gold
13584.0,306,24,142.4,4,3,4,434,11,Bronze
13587.0,63,8,712.4,3,4,2,342,9,Silver
13588.0,15,174,2478.95,1,1,1,111,3,Platinum
13589.0,14,21,379.65000000000003,1,3,3,133,7,Gold
13590.0,11,87,1981.9199999999994,1,2,1,121,4,Platinum
13591.0,64,58,1117.1299999999997,3,2,2,322,7,Gold
13592.0,35,16,247.95999999999998,2,4,4,244,10,Silver
13593.0,108,128,2037.0800000000002,3,1,1,311,5,Platinum
13594.0,52,26,396.97,3,3,3,333,9,Silver
13596.0,5,166,697.0400000000001,1,1,2,112,4,Platinum
13598.0,47,40,180.17000000000002,2,3,4,234,9,Silver
13599.0,1,247,5153.67,1,1,1,111,3,Platinum
13600.0,312,19,219.51999999999998,4,3,4,434,11,Bronze
13601.0,45,99,693.32,2,2,2,222,6,Gold
13602.0,64,23,428.89,3,3,3,333,9,Silver
13603.0,26,27,164.34,2,3,4,234,9,Silver
13606.0,29,43,280.53999999999996,2,2,4,224,8,Gold
13607.0,40,98,678.0100000000001,2,2,2,222,6,Gold
13610.0,12,226,1131.88,1,1,2,112,4,Platinum
13611.0,89,74,1171.7999999999997,3,2,2,322,7,Gold
13614.0,24,201,1610.46,2,1,1,211,4,Platinum
13615.0,318,23,417.6900000000001,4,3,3,433,10,Silver
13617.0,40,44,544.1800000000001,2,2,3,223,7,Gold
13618.0,173,13,177.34,4,4,4,444,12,Bronze
13621.0,116,19,213.85,3,3,4,334,10,Silver
13623.0,30,81,747.7800000000001,2,2,2,222,6,Gold
13626.0,252,19,257.22999999999996,4,3,4,434,11,Bronze
13627.0,59,92,1638.47,3,2,1,321,6,Gold
13629.0,23,59,7792.360000000001,2,2,1,221,5,Platinum
13630.0,5,71,2031.7800000000002,1,2,1,121,4,Platinum
13631.0,99,11,3070.42,3,4,1,341,8,Gold
13632.0,24,146,2121.27,2,1,1,211,4,Platinum
13634.0,33,188,1575.1599999999999,2,1,2,212,5,Platinum
13635.0,67,62,1071.03,3,2,2,322,7,Gold
13636.0,36,63,949.12,2,2,2,222,6,Gold
13637.0,52,101,810.5,3,1,2,312,6,Gold
13638.0,15,8,122.64,1,4,4,144,9,Silver
13639.0,74,40,1033.3400000000001,3,3,2,332,8,Gold
13642.0,215,66,354.8,4,2,3,423,9,Silver
13643.0,31,28,519.44,2,3,3,233,8,Gold
13644.0,16,146,2624.26,1,1,1,111,3,Platinum
13645.0,120,5,252.1,3,4,4,344,11,Bronze
13647.0,9,79,1678.1200000000001,1,2,1,121,4,Platinum
13649.0,256,23,346.6,4,3,3,433,10,Silver
13650.0,16,96,1836.3400000000001,1,2,1,121,4,Platinum
13651.0,35,6,94.2,2,4,4,244,10,Silver
13652.0,45,63,1095.08,2,2,2,222,6,Gold
13654.0,43,166,2707.33,2,1,1,211,4,Platinum
13655.0,114,56,932.97,3,2,2,322,7,Gold
13656.0,164,49,379.65000000000003,4,2,3,423,9,Silver
13657.0,10,16,382.14,1,4,3,143,8,Gold
13658.0,9,108,2639.1700000000005,1,1,1,111,3,Platinum
13659.0,205,104,1573.1999999999998,4,1,2,412,7,Gold
13662.0,85,53,897.76,3,2,2,322,7,Gold
13663.0,179,13,189.46999999999997,4,4,4,444,12,Bronze
13666.0,60,12,84.65,3,4,4,344,11,Bronze
13667.0,149,87,305.0199999999999,4,2,3,423,9,Silver
13668.0,2,470,6363.59,1,1,1,111,3,Platinum
13669.0,50,9,218.55,2,4,4,244,10,Silver
13670.0,75,25,349.7,3,3,3,333,9,Silver
13672.0,301,6,186.39,4,4,4,444,12,Bronze
13673.0,18,65,396.91999999999996,2,2,3,223,7,Gold
13675.0,151,25,486.82000000000005,4,3,3,433,10,Silver
13678.0,151,16,232.6,4,4,4,444,12,Bronze
13680.0,1,195,3722.42,1,1,1,111,3,Platinum
13681.0,17,57,827.83,1,2,2,122,5,Platinum
13682.0,187,3,59.5,4,4,4,444,12,Bronze
13684.0,285,30,67.23,4,3,4,434,11,Bronze
13685.0,2,39,3119.44,1,3,1,131,5,Platinum
13686.0,182,8,72.0,4,4,4,444,12,Bronze
13689.0,63,6,910.0,3,4,2,342,9,Silver
13690.0,59,9,172.25,3,4,4,344,11,Bronze
13692.0,24,53,1488.32,2,2,2,222,6,Gold
13694.0,3,568,65039.619999999995,1,1,1,111,3,Platinum
13695.0,31,90,2504.13,2,2,1,221,5,Platinum
13697.0,38,12,151.3,2,4,4,244,10,Silver
13699.0,155,14,308.58,4,4,3,443,11,Bronze
13700.0,26,197,2265.12,2,1,1,211,4,Platinum
13703.0,318,1,99.5,4,4,4,444,12,Bronze
13704.0,5,134,2308.0600000000004,1,1,1,111,3,Platinum
13705.0,7,28,711.86,1,3,2,132,6,Gold
13706.0,302,20,330.79,4,3,3,433,10,Silver
13707.0,267,48,806.41,4,2,2,422,8,Gold
13708.0,271,51,296.88,4,2,4,424,10,Silver
13709.0,3,336,6328.05,1,1,1,111,3,Platinum
13710.0,31,8,180.48,2,4,4,244,10,Silver
13711.0,218,13,252.06000000000003,4,4,4,444,12,Bronze
13712.0,246,10,228.83999999999997,4,4,4,444,12,Bronze
13715.0,281,105,1079.3400000000001,4,1,2,412,7,Gold
13716.0,269,21,138.28,4,3,4,434,11,Bronze
13717.0,32,102,1445.0100000000002,2,1,2,212,5,Platinum
13718.0,246,12,306.55,4,4,3,443,11,Bronze
13719.0,15,60,1041.68,1,2,2,122,5,Platinum
13720.0,116,43,799.9,3,2,2,322,7,Gold
13721.0,36,28,524.1400000000001,2,3,3,233,8,Gold
13722.0,131,85,2375.41,3,2,1,321,6,Gold
13723.0,217,6,199.85000000000002,4,4,4,444,12,Bronze
13725.0,49,104,1980.56,2,1,1,211,4,Platinum
13726.0,38,42,1079.6599999999999,2,2,2,222,6,Gold
13727.0,28,20,333.48,2,3,3,233,8,Gold
13728.0,36,63,1016.1400000000001,2,2,2,222,6,Gold
13730.0,135,43,752.6,3,2,2,322,7,Gold
13731.0,219,38,610.59,4,3,3,433,10,Silver
13732.0,28,33,491.86000000000007,2,3,3,233,8,Gold
13735.0,24,196,2885.2399999999993,2,1,1,211,4,Platinum
13736.0,5,191,731.8999999999999,1,1,2,112,4,Platinum
13737.0,200,30,339.6,4,3,3,433,10,Silver
13739.0,18,3,216.9,2,4,4,244,10,Silver
13740.0,240,23,350.75,4,3,3,433,10,Silver
13741.0,71,34,668.4300000000001,3,3,2,332,8,Gold
13742.0,16,321,3131.0199999999995,1,1,1,111,3,Platinum
13743.0,2,41,1341.6,1,3,2,132,6,Gold
13744.0,95,72,1156.36,3,2,2,322,7,Gold
13745.0,162,25,300.03999999999996,4,3,4,434,11,Bronze
13747.0,373,1,79.6,4,4,4,444,12,Bronze
13748.0,95,28,948.2499999999999,3,3,2,332,8,Gold
13750.0,53,24,1647.26,3,3,1,331,7,Gold
13751.0,288,9,296.25,4,4,4,444,12,Bronze
13752.0,124,76,1186.28,3,2,2,322,7,Gold
13753.0,287,35,741.26,4,3,2,432,9,Silver
13754.0,151,12,282.6,4,4,4,444,12,Bronze
13755.0,3,342,2161.35,1,1,1,111,3,Platinum
13756.0,2,142,5189.52,1,1,1,111,3,Platinum
13758.0,11,117,3190.55,1,1,1,111,3,Platinum
13759.0,33,25,659.41,2,3,2,232,7,Gold
13760.0,54,57,286.78999999999996,3,2,4,324,9,Silver
13761.0,50,70,1070.65,2,2,2,222,6,Gold
13762.0,218,7,306.72,4,4,3,443,11,Bronze
13763.0,63,15,1714.9599999999998,3,4,1,341,8,Gold
13764.0,70,208,1521.7600000000002,3,1,2,312,6,Gold
13767.0,2,368,17220.36,1,1,1,111,3,Platinum
13769.0,2,135,2796.51,1,1,1,111,3,Platinum
13771.0,64,119,2634.45,3,1,1,311,5,Platinum
13772.0,33,177,1132.13,2,1,2,212,5,Platinum
13774.0,81,22,345.0,3,3,3,333,9,Silver
13777.0,0,197,25977.160000000003,1,1,1,111,3,Platinum
13778.0,103,9,178.7,3,4,4,344,11,Bronze
13780.0,7,57,360.01000000000005,1,2,3,123,6,Gold
13781.0,250,17,127.84,4,4,4,444,12,Bronze
13782.0,12,115,912.0,1,1,2,112,4,Platinum
13784.0,9,31,2462.7899999999995,1,3,1,131,5,Platinum
13786.0,367,7,230.4,4,4,4,444,12,Bronze
13787.0,75,31,309.04,3,3,3,333,9,Silver
13790.0,4,45,348.79999999999995,1,2,3,123,6,Gold
13791.0,127,11,1516.0,3,4,2,342,9,Silver
13792.0,66,13,195.54999999999995,3,4,4,344,11,Bronze
13798.0,1,349,37153.85,1,1,1,111,3,Platinum
13799.0,116,39,688.8600000000001,3,3,2,332,8,Gold
13800.0,309,33,558.32,4,3,3,433,10,Silver
13801.0,66,23,324.79999999999995,3,3,3,333,9,Silver
13802.0,138,60,4599.42,3,2,1,321,6,Gold
13803.0,255,17,277.07000000000005,4,4,4,444,12,Bronze
13804.0,30,137,2635.79,2,1,1,211,4,Platinum
13805.0,52,13,924.5999999999999,3,4,2,342,9,Silver
13806.0,63,10,256.38,3,4,4,344,11,Bronze
13807.0,367,7,112.6,4,4,4,444,12,Bronze
13808.0,5,76,1747.6600000000003,1,2,1,121,4,Platinum
13819.0,301,36,1140.35,4,3,2,432,9,Silver
13821.0,144,59,385.64,4,2,3,423,9,Silver
13822.0,5,96,632.0,1,2,3,123,6,Gold
13823.0,18,40,957.66,2,3,2,232,7,Gold
13824.0,32,46,1698.94,2,2,1,221,5,Platinum
13826.0,176,10,189.5,4,4,4,444,12,Bronze
13827.0,57,93,412.05,3,2,3,323,8,Gold
13828.0,22,15,209.49000000000004,2,4,4,244,10,Silver
13831.0,16,74,2202.99,1,2,1,121,4,Platinum
13832.0,19,3,52.199999999999996,2,4,4,244,10,Silver
13833.0,159,29,384.7999999999999,4,3,3,433,10,Silver
13835.0,25,55,834.57,2,2,2,222,6,Gold
13837.0,211,19,271.24,4,3,4,434,11,Bronze
13838.0,5,174,691.7299999999999,1,1,2,112,4,Platinum
13841.0,252,1,85.0,4,4,4,444,12,Bronze
13842.0,58,206,3385.6200000000003,3,1,1,311,5,Platinum
13844.0,11,20,361.62,1,3,3,133,7,Gold
13845.0,64,9,312.98,3,4,3,343,10,Silver
13846.0,24,55,865.0600000000002,2,2,2,222,6,Gold
13848.0,92,5,1255.0,3,4,2,342,9,Silver
13849.0,51,101,1537.95,3,1,2,312,6,Gold
13850.0,129,93,1595.4800000000002,3,2,1,321,6,Gold
13851.0,95,81,2651.4599999999996,3,2,1,321,6,Gold
13853.0,57,23,1090.1399999999999,3,3,2,332,8,Gold
13854.0,8,110,8109.52,1,1,1,111,3,Platinum
13856.0,168,14,388.5,4,4,3,443,11,Bronze
13858.0,57,11,216.17000000000002,3,4,4,344,11,Bronze
13859.0,326,28,201.16,4,3,4,434,11,Bronze
13860.0,1,76,1245.9,1,2,2,122,5,Platinum
13862.0,18,139,2209.36,2,1,1,211,4,Platinum
13863.0,247,20,305.78,4,3,3,433,10,Silver
13865.0,58,30,501.56,3,3,3,333,9,Silver
13866.0,74,7,145.67,3,4,4,344,11,Bronze
13867.0,31,61,1015.29,2,2,2,222,6,Gold
13868.0,7,33,3192.54,1,3,1,131,5,Platinum
13869.0,123,307,3104.95,3,1,1,311,5,Platinum
13870.0,2,115,2770.94,1,1,1,111,3,Platinum
13871.0,22,336,6403.25,2,1,1,211,4,Platinum
13873.0,119,23,389.59999999999997,3,3,3,333,9,Silver
13874.0,358,18,540.45,4,3,3,433,10,Silver
13875.0,53,104,1786.79,3,1,1,311,5,Platinum
13876.0,63,7,122.69999999999999,3,4,4,344,11,Bronze
13877.0,86,3,117.24000000000001,3,4,4,344,11,Bronze
13878.0,54,36,1281.53,3,3,2,332,8,Gold
13880.0,21,165,3219.7700000000004,2,1,1,211,4,Platinum
13881.0,3,178,17159.52,1,1,1,111,3,Platinum
13882.0,2,65,1191.13,1,2,2,122,5,Platinum
13883.0,10,142,2674.48,1,1,1,111,3,Platinum
13884.0,7,59,787.6000000000001,1,2,2,122,5,Platinum
13885.0,189,28,506.8,4,3,3,433,10,Silver
13886.0,71,16,243.56,3,4,4,344,11,Bronze
13887.0,204,19,349.54999999999995,4,3,3,433,10,Silver
13888.0,119,40,605.63,3,3,3,333,9,Silver
13889.0,92,15,416.9,3,4,3,343,10,Silver
13890.0,1,110,1883.8100000000004,1,1,1,111,3,Platinum
13892.0,26,27,632.97,2,3,3,233,8,Gold
13893.0,297,21,821.1000000000001,4,3,2,432,9,Silver
13894.0,23,27,564.6200000000001,2,3,3,233,8,Gold
13895.0,28,118,2593.0699999999997,2,1,1,211,4,Platinum
13897.0,50,17,311.15999999999997,2,4,3,243,9,Silver
13898.0,325,12,155.93,4,4,4,444,12,Bronze
13899.0,16,19,388.52,1,3,3,133,7,Gold
13900.0,183,43,740.9499999999999,4,2,2,422,8,Gold
13901.0,72,149,2867.2,3,1,1,311,5,Platinum
13904.0,37,26,332.64000000000004,2,3,3,233,8,Gold
13908.0,79,122,2369.55,3,1,1,311,5,Platinum
13911.0,57,148,2580.91,3,1,1,311,5,Platinum
13914.0,11,33,626.45,1,3,3,133,7,Gold
13917.0,49,18,272.03999999999996,2,3,4,234,9,Silver
13918.0,49,30,1212.8400000000004,2,3,2,232,7,Gold
13922.0,351,7,172.24999999999997,4,4,4,444,12,Bronze
13923.0,53,20,351.13000000000005,3,3,3,333,9,Silver
13924.0,1,117,1838.85,1,1,1,111,3,Platinum
13925.0,92,41,678.25,3,3,2,332,8,Gold
13926.0,23,11,223.85000000000002,2,4,4,244,10,Silver
13927.0,74,21,348.99000000000007,3,3,3,333,9,Silver
13928.0,10,27,464.57,1,3,3,133,7,Gold
13929.0,169,9,842.65,4,4,2,442,10,Silver
13930.0,57,17,337.34,3,4,3,343,10,Silver
13931.0,95,58,1237.53,3,2,2,322,7,Gold
13932.0,294,16,307.4,4,4,3,443,11,Bronze
13933.0,109,23,608.7899999999998,3,3,3,333,9,Silver
13934.0,263,31,922.0999999999999,4,3,2,432,9,Silver
13936.0,179,26,376.5799999999999,4,3,3,433,10,Silver
13937.0,169,9,158.85,4,4,4,444,12,Bronze
13938.0,35,7,71.66,2,4,4,244,10,Silver
13939.0,23,45,568.55,2,2,3,223,7,Gold
13940.0,17,49,839.14,1,2,2,122,5,Platinum
13941.0,21,45,5112.96,2,2,1,221,5,Platinum
13946.0,79,11,561.57,3,4,3,343,10,Silver
13947.0,65,5,90.6,3,4,4,344,11,Bronze
13948.0,360,3,101.99999999999999,4,4,4,444,12,Bronze
13949.0,2,160,2427.3199999999997,1,1,1,111,3,Platinum
13950.0,11,35,745.0600000000001,1,3,2,132,6,Gold
13951.0,176,39,674.4499999999998,4,3,2,432,9,Silver
13952.0,217,137,3251.071,4,1,1,411,6,Gold
13953.0,7,20,3515.6799999999994,1,3,1,131,5,Platinum
13954.0,1,25,439.92,1,3,3,133,7,Gold
13955.0,154,33,322.96,4,3,3,433,10,Silver
13956.0,5,152,1026.42,1,1,2,112,4,Platinum
13959.0,79,92,598.1999999999999,3,2,3,323,8,Gold
13960.0,21,12,230.22,2,4,4,244,10,Silver
13962.0,21,11,169.55,2,4,4,244,10,Silver
13963.0,308,35,664.5400000000001,4,3,2,432,9,Silver
13967.0,145,2,80.7,4,4,4,444,12,Bronze
13969.0,7,626,9053.939999999999,1,1,1,111,3,Platinum
13971.0,18,149,2758.26,2,1,1,211,4,Platinum
13972.0,70,15,190.25000000000003,3,4,4,344,11,Bronze
13973.0,287,11,264.7,4,4,4,444,12,Bronze
13974.0,49,28,413.59,2,3,3,233,8,Gold
13975.0,31,338,2526.2799999999997,2,1,1,211,4,Platinum
13976.0,206,10,357.98,4,4,3,443,11,Bronze
13978.0,14,15,196.79,1,4,4,144,9,Silver
13979.0,73,54,869.8699999999998,3,2,2,322,7,Gold
13980.0,60,11,200.14000000000001,3,4,4,344,11,Bronze
13982.0,39,111,1871.81,2,1,1,211,4,Platinum
13983.0,29,107,2603.4300000000003,2,1,1,211,4,Platinum
13984.0,26,16,920.51,2,4,2,242,8,Gold
13985.0,4,351,7060.13,1,1,1,111,3,Platinum
13986.0,17,13,320.46000000000004,1,4,3,143,8,Gold
13988.0,19,234,4147.96,2,1,1,211,4,Platinum
13989.0,65,41,1266.08,3,3,2,332,8,Gold
13990.0,213,16,311.3,4,4,3,443,11,Bronze
13991.0,12,84,855.9700000000001,1,2,2,122,5,Platinum
13992.0,30,5,76.8,2,4,4,244,10,Silver
13993.0,42,121,3466.3600000000006,2,1,1,211,4,Platinum
13994.0,3,155,2313.1400000000003,1,1,1,111,3,Platinum
13995.0,15,86,1393.69,1,2,2,122,5,Platinum
13999.0,10,208,3901.81,1,1,1,111,3,Platinum
14000.0,211,15,635.6600000000001,4,4,3,443,11,Bronze
14001.0,45,39,2043.0800000000002,2,3,1,231,6,Gold
14002.0,134,47,529.7299999999999,3,2,3,323,8,Gold
14004.0,43,171,4582.639999999999,2,1,1,211,4,Platinum
14005.0,9,84,2874.72,1,2,1,121,4,Platinum
14006.0,115,30,962.1899999999999,3,3,2,332,8,Gold
14009.0,198,42,695.6099999999999,4,2,2,422,8,Gold
14012.0,277,11,328.8,4,4,3,443,11,Bronze
14013.0,110,34,473.02,3,3,3,333,9,Silver
14014.0,77,39,505.18,3,3,3,333,9,Silver
14015.0,52,20,917.34,3,3,2,332,8,Gold
14019.0,46,66,1421.61,2,2,2,222,6,Gold
14020.0,16,39,642.8000000000001,1,3,3,133,7,Gold
14021.0,155,22,631.9000000000001,4,3,3,433,10,Silver
14022.0,225,28,440.0,4,3,3,433,10,Silver
14023.0,7,31,584.0699999999999,1,3,3,133,7,Gold
14024.0,121,16,327.70000000000005,3,4,3,343,10,Silver
14027.0,60,6,104.82000000000002,3,4,4,344,11,Bronze
14029.0,63,15,467.66,3,4,3,343,10,Silver
14030.0,18,243,2360.0899999999997,2,1,1,211,4,Platinum
14031.0,7,250,17286.86,1,1,1,111,3,Platinum
14032.0,2,143,2975.59,1,1,1,111,3,Platinum
14034.0,22,89,651.8199999999999,2,2,3,223,7,Gold
14035.0,28,66,1428.0200000000002,2,2,2,222,6,Gold
14036.0,284,38,626.65,4,3,3,433,10,Silver
14037.0,176,28,147.2,4,3,4,434,11,Bronze
14038.0,78,92,1560.3799999999994,3,2,2,322,7,Gold
14039.0,33,6,152.2,2,4,4,244,10,Silver
14040.0,40,235,3614.92,2,1,1,211,4,Platinum
14041.0,266,21,141.41,4,3,4,434,11,Bronze
14044.0,26,209,652.8199999999999,2,1,2,212,5,Platinum
14045.0,109,6,1659.75,3,4,1,341,8,Gold
14046.0,284,14,154.99,4,4,4,444,12,Bronze
14047.0,8,32,1308.6100000000001,1,3,2,132,6,Gold
14048.0,305,85,409.93,4,2,3,423,9,Silver
14049.0,16,488,5681.72,1,1,1,111,3,Platinum
14050.0,31,54,746.3599999999999,2,2,2,222,6,Gold
14051.0,0,210,15610.390000000003,1,1,1,111,3,Platinum
14052.0,19,56,225.36,2,2,4,224,8,Gold
14053.0,124,4,260.25,3,4,4,344,11,Bronze
14054.0,65,6,92.46,3,4,4,344,11,Bronze
14055.0,106,10,725.6400000000001,3,4,2,342,9,Silver
14056.0,1,1106,8214.65,1,1,1,111,3,Platinum
14057.0,23,284,6217.959999999999,2,1,1,211,4,Platinum
14059.0,266,8,183.6,4,4,4,444,12,Bronze
14060.0,4,202,6140.42,1,1,1,111,3,Platinum
14062.0,9,111,10464.850000000002,1,1,1,111,3,Platinum
14064.0,29,80,1353.74,2,2,2,222,6,Gold
14066.0,266,7,152.55,4,4,4,444,12,Bronze
14067.0,63,52,374.7,3,2,3,323,8,Gold
14068.0,320,24,265.85,4,3,4,434,11,Bronze
14071.0,3,324,1438.8200000000002,1,1,2,112,4,Platinum
14073.0,32,13,151.04,2,4,4,244,10,Silver
14075.0,4,43,942.26,1,2,2,122,5,Platinum
14076.0,129,46,122.47,3,2,4,324,9,Silver
14077.0,40,42,499.4200000000001,2,2,3,223,7,Gold
14078.0,101,65,1049.37,3,2,2,322,7,Gold
14079.0,124,12,375.0999999999999,3,4,3,343,10,Silver
14080.0,32,4,45.599999999999994,2,4,4,244,10,Silver
14081.0,302,153,934.52,4,1,2,412,7,Gold
14082.0,364,29,182.24999999999997,4,3,4,434,11,Bronze
14083.0,4,181,1018.4300000000001,1,1,2,112,4,Platinum
14085.0,2,450,4448.540000000001,1,1,1,111,3,Platinum
14087.0,2,69,194.42,1,2,4,124,7,Gold
14088.0,10,589,50491.81,1,1,1,111,3,Platinum
14089.0,56,14,161.0,3,4,4,344,11,Bronze
14090.0,324,1,76.32000000000001,4,4,4,444,12,Bronze
14092.0,7,214,4076.91,1,1,1,111,3,Platinum
14093.0,12,105,442.84999999999997,1,1,3,113,5,Platinum
14096.0,4,5111,65164.79,1,1,1,111,3,Platinum
14098.0,36,21,147.34999999999997,2,3,4,234,9,Silver
14099.0,16,250,3104.17,1,1,1,111,3,Platinum
14100.0,137,26,194.90000000000003,3,3,4,334,10,Silver
14101.0,73,35,5976.790000000001,3,3,1,331,7,Gold
14102.0,5,79,1360.28,1,2,2,122,5,Platinum
14104.0,154,21,216.20999999999998,4,3,4,434,11,Bronze
14105.0,239,74,1266.23,4,2,2,422,8,Gold
14107.0,51,123,2703.23,3,1,1,311,5,Platinum
14108.0,30,34,597.9100000000001,2,3,3,233,8,Gold
14109.0,72,9,144.2,3,4,4,344,11,Bronze
14110.0,3,156,5683.1500000000015,1,1,1,111,3,Platinum
14111.0,14,10,692.85,1,4,2,142,7,Gold
14112.0,22,160,2915.15,2,1,1,211,4,Platinum
14113.0,3,34,1840.4199999999998,1,3,1,131,5,Platinum
14114.0,273,15,386.53,4,4,3,443,11,Bronze
14116.0,19,72,1382.7399999999998,2,2,2,222,6,Gold
14117.0,143,3,90.0,4,4,4,444,12,Bronze
14121.0,3,159,2780.15,1,1,1,111,3,Platinum
14124.0,84,5,419.58000000000004,3,4,3,343,10,Silver
14125.0,10,167,2740.4300000000003,1,1,1,111,3,Platinum
14126.0,7,15,706.1300000000001,1,4,2,142,7,Gold
14127.0,122,44,709.7099999999999,3,2,2,322,7,Gold
14128.0,60,46,637.5000000000002,3,2,3,323,8,Gold
14129.0,1,52,1123.8600000000001,1,2,2,122,5,Platinum
14130.0,319,67,483.86,4,2,3,423,9,Silver
14132.0,2,200,3586.0299999999997,1,1,1,111,3,Platinum
14133.0,129,28,605.6399999999999,3,3,3,333,9,Silver
14135.0,1,134,4690.3099999999995,1,1,1,111,3,Platinum
14138.0,1,47,982.3800000000002,1,2,2,122,5,Platinum
14139.0,46,26,415.81999999999994,2,3,3,233,8,Gold
14140.0,3,66,935.05,1,2,2,122,5,Platinum
14141.0,2,40,915.1300000000001,1,3,2,132,6,Gold
14142.0,373,22,311.81,4,3,3,433,10,Silver
14143.0,133,7,115.8,3,4,4,344,11,Bronze
14145.0,46,11,3742.2,2,4,1,241,7,Gold
14146.0,8,210,4191.0,1,1,1,111,3,Platinum
14147.0,78,5,483.4,3,4,3,343,10,Silver
14148.0,233,3,157.2,4,4,4,444,12,Bronze
14149.0,220,28,446.62000000000006,4,3,3,433,10,Silver
14150.0,35,26,658.64,2,3,2,232,7,Gold
